system:index,NDVI_mean,NDBI_mean,Building_area,Building_percentage,Forest_area,Forest_percentage,Water_area,Water_percentage
0,0.11591711382930617,0.022173377133801565,7617600,115.76217540023157,7617600,115.76217540023157,7617600,115.76217540023157
